Gene,Sample,RPKM
SARO_RS09245,Glu_02_HTSeq,285.135336880065
SARO_RS09250,Glu_02_HTSeq,122.425477634014
SARO_RS09255,Glu_02_HTSeq,45.5933908802591
SARO_RS09260,Glu_02_HTSeq,259.605817393301
SARO_RS09270,Glu_02_HTSeq,220.531533928445
SARO_RS09275,Glu_02_HTSeq,271.469524102134
SARO_RS09280,Glu_02_HTSeq,34.550666703908
SARO_RS09285,Glu_02_HTSeq,68.032138439788
SARO_RS09290,Glu_02_HTSeq,7.65002181422845
SARO_RS09295,Glu_02_HTSeq,402.553494634648
SARO_RS09300,Glu_02_HTSeq,128.738656138041
SARO_RS09305,Glu_02_HTSeq,3.53310616014979
SARO_RS09310,Glu_02_HTSeq,2.46431456269613
SARO_RS09315,Glu_02_HTSeq,0.906350899088989
SARO_RS09320,Glu_02_HTSeq,3.7733215705316
SARO_RS09325,Glu_02_HTSeq,4.26880824140949
SARO_RS09330,Glu_02_HTSeq,53.6838609460401
SARO_RS09335,Glu_02_HTSeq,12.6670479547234
SARO_RS09340,Glu_02_HTSeq,52.1630608321841
SARO_RS09345,Glu_02_HTSeq,30.8066019303026
SARO_RS09350,Glu_02_HTSeq,20.2208244333493
SARO_RS09355,Glu_02_HTSeq,89.2507441320645
SARO_RS09360,Glu_02_HTSeq,56.9955276927114
SARO_RS09365,Glu_02_HTSeq,82.6757944113125
SARO_RS09370,Glu_02_HTSeq,47.5834222021719
SARO_RS09375,Glu_02_HTSeq,16.9464768947311
SARO_RS09380,Glu_02_HTSeq,22.0499735903366
SARO_RS09385,Glu_02_HTSeq,8.77197441826625
SARO_RS09390,Glu_02_HTSeq,9.60563237290725
SARO_RS09395,Glu_02_HTSeq,10.8686615655085
SARO_RS09400,Glu_02_HTSeq,11.2562679251937
SARO_RS09405,Glu_02_HTSeq,5.76180214420857
SARO_RS09410,Glu_02_HTSeq,0.0820769536212047
SARO_RS09415,Glu_02_HTSeq,145.862879699763
SARO_RS09420,Glu_02_HTSeq,37.6442670575137
SARO_RS09425,Glu_02_HTSeq,21.8782496373718
SARO_RS09430,Glu_02_HTSeq,9.28209614026034
SARO_RS09435,Glu_02_HTSeq,19.1356554728294
SARO_RS09440,Glu_02_HTSeq,322.476002329839
SARO_RS09445,Glu_02_HTSeq,211.660047998362
SARO_RS09450,Glu_02_HTSeq,73.3810788131981
SARO_RS09455,Glu_02_HTSeq,72.4830898185444
SARO_RS09460,Glu_02_HTSeq,24.1442767688008
SARO_RS09465,Glu_02_HTSeq,28.6854916334621
SARO_RS09470,Glu_02_HTSeq,110.494856363248
SARO_RS09475,Glu_02_HTSeq,134.184643245798
SARO_RS09485,Glu_02_HTSeq,596.156723879247
SARO_RS09490,Glu_02_HTSeq,709.845846218959
SARO_RS09495,Glu_02_HTSeq,577.758226439395
SARO_RS09500,Glu_02_HTSeq,115.898318992701
SARO_RS09505,Glu_02_HTSeq,23.9927350825505
SARO_RS09510,Glu_02_HTSeq,105.233746022603
SARO_RS09515,Glu_02_HTSeq,84.7592623117121
SARO_RS09520,Glu_02_HTSeq,130.6397148362
SARO_RS09525,Glu_02_HTSeq,35.5627714761591
SARO_RS09530,Glu_02_HTSeq,326.797598538188
SARO_RS09535,Glu_02_HTSeq,97.157513889185
SARO_RS09540,Glu_02_HTSeq,21035.0099818568
SARO_RS09545,Glu_02_HTSeq,6643.80108782204
SARO_RS09550,Glu_02_HTSeq,100.521286638961
SARO_RS09555,Glu_02_HTSeq,62.8560233913662
SARO_RS09560,Glu_02_HTSeq,623.725155191249
SARO_RS09570,Glu_02_HTSeq,1399.21805916934
SARO_RS09575,Glu_02_HTSeq,13.2021653058788
SARO_RS09580,Glu_02_HTSeq,2.5279701715331
SARO_RS09585,Glu_02_HTSeq,5.66605179163221
SARO_RS09590,Glu_02_HTSeq,56.6638768562392
SARO_RS09595,Glu_02_HTSeq,16.5994103909585
SARO_RS09600,Glu_02_HTSeq,132.314874016895
SARO_RS09605,Glu_02_HTSeq,71.7540592340444
SARO_RS09610,Glu_02_HTSeq,220.856561981397
SARO_RS09615,Glu_02_HTSeq,313.356806636077
SARO_RS09620,Glu_02_HTSeq,2009.48211257696
SARO_RS09625,Glu_02_HTSeq,407.880291521215
SARO_RS09635,Glu_02_HTSeq,92.8738037930123
SARO_RS09640,Glu_02_HTSeq,229.364046894456
SARO_RS09645,Glu_02_HTSeq,183.537891783939
SARO_RS09650,Glu_02_HTSeq,97.9655248291793
SARO_RS09655,Glu_02_HTSeq,513.147912117736
SARO_RS09660,Glu_02_HTSeq,77.6456759540406
SARO_RS09665,Glu_02_HTSeq,109.431588197537
SARO_RS09670,Glu_02_HTSeq,46.8508065437562
SARO_RS09675,Glu_02_HTSeq,58.8267911226889
SARO_RS09680,Glu_02_HTSeq,519.750193420876
SARO_RS09690,Glu_02_HTSeq,116.428695635699
SARO_RS09695,Glu_02_HTSeq,0
SARO_RS09700,Glu_02_HTSeq,0
SARO_RS09705,Glu_02_HTSeq,0
SARO_RS09710,Glu_02_HTSeq,138.885747598681
SARO_RS09715,Glu_02_HTSeq,205.675972590563
SARO_RS09720,Glu_02_HTSeq,325.882298993323
SARO_RS09725,Glu_02_HTSeq,37.8331016124426
SARO_RS09730,Glu_02_HTSeq,61.3114843550399
SARO_RS09735,Glu_02_HTSeq,184.995341348627
SARO_RS09740,Glu_02_HTSeq,114.302957516688
SARO_RS09745,Glu_02_HTSeq,132.367784326837
SARO_RS09750,Glu_02_HTSeq,102.38279194709
SARO_RS09760,Glu_02_HTSeq,619.921861180629
SARO_RS09765,Glu_02_HTSeq,52.1140374933696
SARO_RS09770,Glu_02_HTSeq,93.7692476485118
SARO_RS09775,Glu_02_HTSeq,33.3519701039765
SARO_RS09780,Glu_02_HTSeq,388.895876388174
SARO_RS09795,Glu_02_HTSeq,218.484934941859
SARO_RS09800,Glu_02_HTSeq,34.1760740164294
SARO_RS09805,Glu_02_HTSeq,132.317809739974
SARO_RS09810,Glu_02_HTSeq,91.2382535892137
SARO_RS09815,Glu_02_HTSeq,361.220672886922
SARO_RS09820,Glu_02_HTSeq,839.031210700291
SARO_RS09830,Glu_02_HTSeq,115.747445441349
SARO_RS09835,Glu_02_HTSeq,96.6019267684927
SARO_RS09840,Glu_02_HTSeq,34.1275973156969
SARO_RS09845,Glu_02_HTSeq,271.397035577674
SARO_RS09850,Glu_02_HTSeq,41.1972486225253
SARO_RS09855,Glu_02_HTSeq,36.2644246009663
SARO_RS09865,Glu_02_HTSeq,397.397789240686
SARO_RS09880,Glu_02_HTSeq,122.400349027655
SARO_RS09885,Glu_02_HTSeq,262.477739612278
SARO_RS09890,Glu_02_HTSeq,148.793791636155
SARO_RS09895,Glu_02_HTSeq,150.875430225061
SARO_RS09900,Glu_02_HTSeq,19.3403148896511
SARO_RS09905,Glu_02_HTSeq,16.9227755284447
SARO_RS09910,Glu_02_HTSeq,30.862653450654
SARO_RS09915,Glu_02_HTSeq,51.9167028516195
SARO_RS09920,Glu_02_HTSeq,39.6627551447924
SARO_RS09925,Glu_02_HTSeq,43.4924450359606
SARO_RS09935,Glu_02_HTSeq,8.46138776422238
SARO_RS09945,Glu_02_HTSeq,51.6934054225306
SARO_RS09950,Glu_02_HTSeq,44.6624899935694
SARO_RS09955,Glu_02_HTSeq,120.469758416144
SARO_RS09965,Glu_02_HTSeq,40.8868915319887
SARO_RS09970,Glu_02_HTSeq,163.888253590994
SARO_RS09975,Glu_02_HTSeq,170.017484809108
SARO_RS09980,Glu_02_HTSeq,179.945513119129
SARO_RS09985,Glu_02_HTSeq,15.5125442344076
SARO_RS09990,Glu_02_HTSeq,30.5776112312844
SARO_RS09995,Glu_02_HTSeq,28.9062441971946
SARO_RS10000,Glu_02_HTSeq,42.6858785225708
SARO_RS10005,Glu_02_HTSeq,467.213338849463
SARO_RS10010,Glu_02_HTSeq,59.2614049404339
SARO_RS10020,Glu_02_HTSeq,147.843269989538
SARO_RS10025,Glu_02_HTSeq,81.7096389376722
SARO_RS10030,Glu_02_HTSeq,34.3574127858363
SARO_RS10050,Glu_02_HTSeq,188.982696565232
SARO_RS10055,Glu_02_HTSeq,270.239871205504
SARO_RS10060,Glu_02_HTSeq,23.7859011594251
SARO_RS10065,Glu_02_HTSeq,53.7688953412292
SARO_RS10070,Glu_02_HTSeq,1096.32865252435
SARO_RS10075,Glu_02_HTSeq,2631.70312936726
SARO_RS10080,Glu_02_HTSeq,119.91442924058
SARO_RS10085,Glu_02_HTSeq,104.558577372176
SARO_RS10095,Glu_02_HTSeq,39.5032314563332
SARO_RS10100,Glu_02_HTSeq,9.21057313917957
SARO_RS10105,Glu_02_HTSeq,146.691437711777
SARO_RS10110,Glu_02_HTSeq,22.9666239314607
SARO_RS10115,Glu_02_HTSeq,92.4935449976559
SARO_RS10120,Glu_02_HTSeq,61.5000867165525
SARO_RS10130,Glu_02_HTSeq,561.674978253619
SARO_RS10135,Glu_02_HTSeq,25.8345793713709
SARO_RS10140,Glu_02_HTSeq,224.324878798434
SARO_RS10145,Glu_02_HTSeq,503.359247841479
SARO_RS10155,Glu_02_HTSeq,270.89610320631
SARO_RS10160,Glu_02_HTSeq,126.641821709646
SARO_RS10165,Glu_02_HTSeq,75.7448448945688
SARO_RS10170,Glu_02_HTSeq,79.1456338490188
SARO_RS10180,Glu_02_HTSeq,151.114594405142
SARO_RS10185,Glu_02_HTSeq,36.1959365469512
SARO_RS10190,Glu_02_HTSeq,85.9772746866434
SARO_RS10200,Glu_02_HTSeq,26.240124575615
SARO_RS10205,Glu_02_HTSeq,215.195294485825
SARO_RS10210,Glu_02_HTSeq,0.978452198753705
SARO_RS10215,Glu_02_HTSeq,531.431792030385
SARO_RS10220,Glu_02_HTSeq,1567.0924056661
SARO_RS10225,Glu_02_HTSeq,424.343145508958
SARO_RS10230,Glu_02_HTSeq,64.8890739217054
SARO_RS10235,Glu_02_HTSeq,73.623799281797
SARO_RS10240,Glu_02_HTSeq,52.1819560270678
SARO_RS10245,Glu_02_HTSeq,96.798276022704
SARO_RS10250,Glu_02_HTSeq,377.430064690571
SARO_RS10255,Glu_02_HTSeq,4.09765319399448
SARO_RS10260,Glu_02_HTSeq,6.2491291939557
SARO_RS10265,Glu_02_HTSeq,46.2485790839484
SARO_RS10270,Glu_02_HTSeq,220.41968746761
SARO_RS10280,Glu_02_HTSeq,385.286281237732
SARO_RS10285,Glu_02_HTSeq,13.7695617361596
SARO_RS10290,Glu_02_HTSeq,35.2082464646107
SARO_RS10300,Glu_02_HTSeq,101.441581398036
SARO_RS10305,Glu_02_HTSeq,162.848137525708
SARO_RS10310,Glu_02_HTSeq,16.288171446128
SARO_RS10315,Glu_02_HTSeq,12.61149700096
SARO_RS10320,Glu_02_HTSeq,7.0961638519099
SARO_RS10330,Glu_02_HTSeq,1723.35585758853
SARO_RS10335,Glu_02_HTSeq,166.887701159177
SARO_RS10340,Glu_02_HTSeq,48.7537104509956
SARO_RS10345,Glu_02_HTSeq,4.32908211192773
SARO_RS10350,Glu_02_HTSeq,2.19646644027011
SARO_RS10365,Glu_02_HTSeq,298.127635832692
SARO_RS10375,Glu_02_HTSeq,44.1603856647034
SARO_RS10380,Glu_02_HTSeq,9.57821523198327
SARO_RS10385,Glu_02_HTSeq,42.0655478788893
SARO_RS10390,Glu_02_HTSeq,233.237280126183
SARO_RS10395,Glu_02_HTSeq,43.1248729716534
SARO_RS10400,Glu_02_HTSeq,122.287535684262
SARO_RS10405,Glu_02_HTSeq,10.6035112488356
SARO_RS10410,Glu_02_HTSeq,79.5931588990552
SARO_RS10415,Glu_02_HTSeq,14.2077507941304
SARO_RS10435,Glu_02_HTSeq,1.20876968060319
SARO_RS10440,Glu_02_HTSeq,32.82364432208
SARO_RS10445,Glu_02_HTSeq,154.163424096981
SARO_RS10465,Glu_02_HTSeq,86.5599968279949
SARO_RS10470,Glu_02_HTSeq,172.601599772713
SARO_RS10475,Glu_02_HTSeq,20.2337533492274
SARO_RS10480,Glu_02_HTSeq,5.7357306412936
SARO_RS10490,Glu_02_HTSeq,329.592224827746
SARO_RS10500,Glu_02_HTSeq,38.0617064720518
SARO_RS10505,Glu_02_HTSeq,58.4426085110243
SARO_RS10515,Glu_02_HTSeq,66.6709347946884
SARO_RS10520,Glu_02_HTSeq,21.4789074014875
SARO_RS10525,Glu_02_HTSeq,49.0680477201832
SARO_RS10530,Glu_02_HTSeq,47.7187908936602
SARO_RS10535,Glu_02_HTSeq,7.57589369587352
SARO_RS10540,Glu_02_HTSeq,31.1866774712571
SARO_RS10545,Glu_02_HTSeq,4.81801373868662
SARO_RS10550,Glu_02_HTSeq,52.2242761008737
SARO_RS10555,Glu_02_HTSeq,26.0542179406626
SARO_RS10560,Glu_02_HTSeq,269.161560203844
SARO_RS10565,Glu_02_HTSeq,236.120142329037
SARO_RS10570,Glu_02_HTSeq,85.1740162403226
SARO_RS10580,Glu_02_HTSeq,93.4713303656225
SARO_RS10585,Glu_02_HTSeq,108.768488192668
SARO_RS10590,Glu_02_HTSeq,43.6722582904981
SARO_RS10595,Glu_02_HTSeq,55.50582233874
SARO_RS10600,Glu_02_HTSeq,2.21607774777252
SARO_RS10605,Glu_02_HTSeq,14.2198322148737
SARO_RS10610,Glu_02_HTSeq,270.665946360262
SARO_RS10615,Glu_02_HTSeq,322.383835388407
SARO_RS10620,Glu_02_HTSeq,428.495509945129
SARO_RS10625,Glu_02_HTSeq,72.1870870314021
SARO_RS10630,Glu_02_HTSeq,24.5314653009238
SARO_RS10635,Glu_02_HTSeq,4623.79757511828
SARO_RS10640,Glu_02_HTSeq,209.257758162062
SARO_RS10645,Glu_02_HTSeq,71.4925951672702
SARO_RS10650,Glu_02_HTSeq,14.4374174062804
SARO_RS10655,Glu_02_HTSeq,30.8952763831718
SARO_RS10660,Glu_02_HTSeq,36.0528696040779
SARO_RS10670,Glu_02_HTSeq,7.52123356819767
SARO_RS10675,Glu_02_HTSeq,35.923786648102
SARO_RS10680,Glu_02_HTSeq,5.17084807813589
SARO_RS10685,Glu_02_HTSeq,22.3056191605862
SARO_RS10690,Glu_02_HTSeq,72.8994410034128
SARO_RS10695,Glu_02_HTSeq,27.5321977140481
SARO_RS10700,Glu_02_HTSeq,987.557902005931
SARO_RS10705,Glu_02_HTSeq,200.327557994006
SARO_RS10710,Glu_02_HTSeq,130.137668388112
SARO_RS10720,Glu_02_HTSeq,160.212889646759
SARO_RS10725,Glu_02_HTSeq,94.2999399512678
SARO_RS10730,Glu_02_HTSeq,192.273903537
SARO_RS10735,Glu_02_HTSeq,118.459428699113
SARO_RS10740,Glu_02_HTSeq,496.864476522968
SARO_RS10745,Glu_02_HTSeq,68.5724966725522
SARO_RS10750,Glu_02_HTSeq,35.5330073061646
SARO_RS10755,Glu_02_HTSeq,63.8463662700358
SARO_RS10760,Glu_02_HTSeq,128.110399323611
SARO_RS10765,Glu_02_HTSeq,89.739234388294
SARO_RS10770,Glu_02_HTSeq,60.8382594193176
SARO_RS10775,Glu_02_HTSeq,13.9662777673123
SARO_RS10780,Glu_02_HTSeq,53.5202613100153
SARO_RS10785,Glu_02_HTSeq,7.75627211720384
SARO_RS10795,Glu_02_HTSeq,63.4757553678786
SARO_RS10800,Glu_02_HTSeq,69.5202397516167
SARO_RS10805,Glu_02_HTSeq,31.1825762275403
SARO_RS10810,Glu_02_HTSeq,12.6885648600641
SARO_RS10815,Glu_02_HTSeq,34.8778772329166
SARO_RS10820,Glu_02_HTSeq,288.751042679062
SARO_RS10825,Glu_02_HTSeq,23.3351092756902
SARO_RS10830,Glu_02_HTSeq,54.6279069690146
SARO_RS10835,Glu_02_HTSeq,453.011255541036
SARO_RS10840,Glu_02_HTSeq,3.02683789939662
SARO_RS10845,Glu_02_HTSeq,4.63361710897892
SARO_RS10850,Glu_02_HTSeq,4.23069388211119
SARO_RS10860,Glu_02_HTSeq,1.13704512712936
SARO_RS10865,Glu_02_HTSeq,1.59417450630276
SARO_RS10870,Glu_02_HTSeq,0.971702994549028
SARO_RS10875,Glu_02_HTSeq,1.52582402305649
SARO_RS10880,Glu_02_HTSeq,1.03416961562717
SARO_RS10890,Glu_02_HTSeq,2.3683273640317
SARO_RS10895,Glu_02_HTSeq,0.912502602023982
SARO_RS10900,Glu_02_HTSeq,0.709144879287209
SARO_RS10920,Glu_02_HTSeq,3.9510029156529
SARO_RS10925,Glu_02_HTSeq,4.30425755671689
SARO_RS10930,Glu_02_HTSeq,128.129586143938
SARO_RS10935,Glu_02_HTSeq,46.4094298583106
SARO_RS10940,Glu_02_HTSeq,86.3526026829759
SARO_RS10945,Glu_02_HTSeq,155.916898682567
SARO_RS10950,Glu_02_HTSeq,102.658931477965
SARO_RS10955,Glu_02_HTSeq,128.536791646647
SARO_RS10960,Glu_02_HTSeq,94.7869944254153
SARO_RS10965,Glu_02_HTSeq,53.786485149208
SARO_RS10970,Glu_02_HTSeq,17.2020292500362
SARO_RS10975,Glu_02_HTSeq,6.58107937217296
SARO_RS10980,Glu_02_HTSeq,8.14408572306404
SARO_RS10990,Glu_02_HTSeq,1.47553612242175
SARO_RS10995,Glu_02_HTSeq,1.95653711064601
SARO_RS11000,Glu_02_HTSeq,28.6385432019834
SARO_RS11005,Glu_02_HTSeq,1.57089055538305
SARO_RS11010,Glu_02_HTSeq,53.9786092059064
SARO_RS11015,Glu_02_HTSeq,3.34116337356473
SARO_RS11020,Glu_02_HTSeq,1.73566928496869
SARO_RS11025,Glu_02_HTSeq,1.41023129403706
SARO_RS11030,Glu_02_HTSeq,1.17075805542699
SARO_RS11035,Glu_02_HTSeq,7.04115482980207
SARO_RS11045,Glu_02_HTSeq,0.195741883084008
SARO_RS11055,Glu_02_HTSeq,0.98269510987198
SARO_RS11060,Glu_02_HTSeq,93.9137813110087
SARO_RS11065,Glu_02_HTSeq,23.6246086505658
SARO_RS11070,Glu_02_HTSeq,21.8789641225172
SARO_RS11075,Glu_02_HTSeq,18.7194644367131
SARO_RS11080,Glu_02_HTSeq,84.414551664268
SARO_RS11085,Glu_02_HTSeq,203.386691073345
SARO_RS11090,Glu_02_HTSeq,70.9144879287209
SARO_RS11095,Glu_02_HTSeq,61.3244438740327
SARO_RS11100,Glu_02_HTSeq,35.2039779360435
SARO_RS11105,Glu_02_HTSeq,131.969035733294
SARO_RS11110,Glu_02_HTSeq,0.526592732143967
SARO_RS11115,Glu_02_HTSeq,2.2827824291436
SARO_RS11120,Glu_02_HTSeq,9.91669494437021
SARO_RS11125,Glu_02_HTSeq,32.049501767314
SARO_RS11130,Glu_02_HTSeq,37.9392510418656
SARO_RS11135,Glu_02_HTSeq,14.339326603234
SARO_RS11140,Glu_02_HTSeq,5.78107238549355
SARO_RS11145,Glu_02_HTSeq,58.9221330385115
SARO_RS11150,Glu_02_HTSeq,159.557597839622
SARO_RS11155,Glu_02_HTSeq,3.90029683607965
SARO_RS11160,Glu_02_HTSeq,8.75066597838383
SARO_RS11165,Glu_02_HTSeq,10.5689861816843
SARO_RS11170,Glu_02_HTSeq,8.11951351112248
SARO_RS11175,Glu_02_HTSeq,3.44723205209059
SARO_RS11180,Glu_02_HTSeq,2.64418367631949
SARO_RS11185,Glu_02_HTSeq,926.847398173282
SARO_RS11190,Glu_02_HTSeq,236.546613604876
SARO_RS11195,Glu_02_HTSeq,183.504980633381
SARO_RS11200,Glu_02_HTSeq,55.6956407452228
SARO_RS11205,Glu_02_HTSeq,149.552073158062
SARO_RS11210,Glu_02_HTSeq,808.748589950606
SARO_RS11215,Glu_02_HTSeq,1268.71147939772
SARO_RS11220,Glu_02_HTSeq,478.928802500558
SARO_RS11225,Glu_02_HTSeq,459.836132662799
SARO_RS11230,Glu_02_HTSeq,728.47724174475
SARO_RS11240,Glu_02_HTSeq,114.673116382325
SARO_RS11245,Glu_02_HTSeq,964.796650842368
SARO_RS11250,Glu_02_HTSeq,68.5936501419627
SARO_RS11255,Glu_02_HTSeq,69.8064490548346
SARO_RS11260,Glu_02_HTSeq,172.905481443374
SARO_RS11275,Glu_02_HTSeq,197.841143859112
SARO_RS11280,Glu_02_HTSeq,312.383859520385
SARO_RS11285,Glu_02_HTSeq,158.326443535303
SARO_RS11290,Glu_02_HTSeq,4.52449206836891
SARO_RS11295,Glu_02_HTSeq,3966.95297853225
SARO_RS11300,Glu_02_HTSeq,57.3751636067134
SARO_RS11305,Glu_02_HTSeq,170.182951947608
SARO_RS11310,Glu_02_HTSeq,116.374261805206
SARO_RS11315,Glu_02_HTSeq,6.1737581587819
SARO_RS11320,Glu_02_HTSeq,53.7285788643625
SARO_RS11325,Glu_02_HTSeq,436.881181399928
SARO_RS11330,Glu_02_HTSeq,268.339800265368
SARO_RS11335,Glu_02_HTSeq,68.0714934496706
SARO_RS11340,Glu_02_HTSeq,180.979682734756
SARO_RS11345,Glu_02_HTSeq,21.4609634521129
SARO_RS11350,Glu_02_HTSeq,533.890064067531
SARO_RS11355,Glu_02_HTSeq,29.1797300468784
SARO_RS11360,Glu_02_HTSeq,22.8125650505995
SARO_RS11370,Glu_02_HTSeq,13.0782680622391
SARO_RS11380,Glu_02_HTSeq,923.717895632579
SARO_RS11385,Glu_02_HTSeq,4852.11467862293
SARO_RS11395,Glu_02_HTSeq,254.123679185478
SARO_RS11400,Glu_02_HTSeq,75.3466434242659
SARO_RS11410,Glu_02_HTSeq,43.5595797986233
SARO_RS11415,Glu_02_HTSeq,59.4336032113451
SARO_RS11420,Glu_02_HTSeq,14.2198322148737
SARO_RS11425,Glu_02_HTSeq,29.1561072357542
SARO_RS11430,Glu_02_HTSeq,15.7980511835072
SARO_RS11435,Glu_02_HTSeq,38.8322770331781
SARO_RS11445,Glu_02_HTSeq,73.2192087864043
SARO_RS11450,Glu_02_HTSeq,575.825641981213
SARO_RS11455,Glu_02_HTSeq,112.318674709888
SARO_RS11460,Glu_02_HTSeq,90.7965865923524
SARO_RS11475,Glu_02_HTSeq,143.389360189206
SARO_RS11490,Glu_02_HTSeq,88.2929781665517
SARO_RS11495,Glu_02_HTSeq,73.3010331955528
SARO_RS11500,Glu_02_HTSeq,228.211766904008
SARO_RS11505,Glu_02_HTSeq,151.321600079701
SARO_RS11510,Glu_02_HTSeq,226.022617165393
SARO_RS11515,Glu_02_HTSeq,867.303805105695
SARO_RS11520,Glu_02_HTSeq,1115.34292897756
SARO_RS11525,Glu_02_HTSeq,1132.01105404477
SARO_RS11530,Glu_02_HTSeq,666.431067011515
SARO_RS11535,Glu_02_HTSeq,794.453114917481
SARO_RS11540,Glu_02_HTSeq,703.235338626482
SARO_RS11545,Glu_02_HTSeq,1142.66827271496
SARO_RS11550,Glu_02_HTSeq,949.923380372058
SARO_RS11555,Glu_02_HTSeq,670.329941765617
SARO_RS11560,Glu_02_HTSeq,688.534362476086
SARO_RS11565,Glu_02_HTSeq,369.010521939698
SARO_RS11570,Glu_02_HTSeq,361.09755745649
SARO_RS11575,Glu_02_HTSeq,366.202112610547
SARO_RS11580,Glu_02_HTSeq,954.175059962948
SARO_RS11585,Glu_02_HTSeq,920.544399148916
SARO_RS11590,Glu_02_HTSeq,848.416842358759
SARO_RS11595,Glu_02_HTSeq,1121.9537806746
SARO_RS11600,Glu_02_HTSeq,51.7966828807728
SARO_RS11605,Glu_02_HTSeq,58.5111934621005
SARO_RS11610,Glu_02_HTSeq,133.975507347791
SARO_RS11615,Glu_02_HTSeq,93.0752654064461
SARO_RS11620,Glu_02_HTSeq,59.0389183509516
SARO_RS11625,Glu_02_HTSeq,306.780041457624
SARO_RS11635,Glu_02_HTSeq,98.5408250330768
SARO_RS11640,Glu_02_HTSeq,323.783104126679
SARO_RS11645,Glu_02_HTSeq,93.811038255509
SARO_RS11650,Glu_02_HTSeq,333.107133373956
SARO_RS11655,Glu_02_HTSeq,120.075477533361
SARO_RS11660,Glu_02_HTSeq,214.715641852819
SARO_RS11665,Glu_02_HTSeq,28.0382010696437
SARO_RS11670,Glu_02_HTSeq,345.750745532279
SARO_RS11675,Glu_02_HTSeq,44.1115001926285
SARO_RS11680,Glu_02_HTSeq,130.618922995039
SARO_RS11685,Glu_02_HTSeq,55.4404841768831
SARO_RS11690,Glu_02_HTSeq,859.192871465891
SARO_RS11695,Glu_02_HTSeq,131.906666457737
SARO_RS11700,Glu_02_HTSeq,60.4907148188279
SARO_RS11705,Glu_02_HTSeq,84.2001178493523
SARO_RS11710,Glu_02_HTSeq,23.2441932655251
SARO_RS11715,Glu_02_HTSeq,25.618736418804
SARO_RS11720,Glu_02_HTSeq,11.7759459881635
SARO_RS11725,Glu_02_HTSeq,31.1132279246927
SARO_RS11730,Glu_02_HTSeq,77.1406111248437
SARO_RS11735,Glu_02_HTSeq,113.978693807421
SARO_RS11740,Glu_02_HTSeq,44.0567161384935
SARO_RS11745,Glu_02_HTSeq,44.0616891609234
SARO_RS11750,Glu_02_HTSeq,105.154203011894
SARO_RS11755,Glu_02_HTSeq,178.825162702199
SARO_RS11760,Glu_02_HTSeq,43.4654662411521
SARO_RS11765,Glu_02_HTSeq,37.4126066829832
SARO_RS11770,Glu_02_HTSeq,25.5609684101285
SARO_RS11775,Glu_02_HTSeq,324.320401551919
SARO_RS11780,Glu_02_HTSeq,28.3934961433355
SARO_RS11785,Glu_02_HTSeq,8.61152645712366
SARO_RS11795,Glu_02_HTSeq,41.6420388954062
SARO_RS11800,Glu_02_HTSeq,47.2535962832726
SARO_RS11805,Glu_02_HTSeq,58.9901682119394
SARO_RS11810,Glu_02_HTSeq,37.8720045446919
SARO_RS11815,Glu_02_HTSeq,17.8394258695688
SARO_RS11820,Glu_02_HTSeq,28.6385432019834
SARO_RS11825,Glu_02_HTSeq,18.4341893368521
SARO_RS11830,Glu_02_HTSeq,810.862847909968
SARO_RS11835,Glu_02_HTSeq,34.9032245274173
SARO_RS11840,Glu_02_HTSeq,29.3580687898939
SARO_RS11845,Glu_02_HTSeq,13.5734762051067
SARO_RS11850,Glu_02_HTSeq,59.1641221963456
SARO_RS11855,Glu_02_HTSeq,35.6788517391377
SARO_RS11860,Glu_02_HTSeq,82.5814854831704
SARO_RS11865,Glu_02_HTSeq,31.0250884688153
SARO_RS11870,Glu_02_HTSeq,22.4972500153451
SARO_RS11875,Glu_02_HTSeq,291.345877509025
SARO_RS11880,Glu_02_HTSeq,121.357282028933
SARO_RS11885,Glu_02_HTSeq,31.2301000666269
SARO_RS11890,Glu_02_HTSeq,79.2673963626327
SARO_RS11895,Glu_02_HTSeq,379.036771622303
SARO_RS11900,Glu_02_HTSeq,1230.32823949452
SARO_RS11905,Glu_02_HTSeq,399.043545858107
SARO_RS11910,Glu_02_HTSeq,1198.92841877435
SARO_RS11915,Glu_02_HTSeq,6544.22532768879
SARO_RS11920,Glu_02_HTSeq,438.614227818672
SARO_RS11925,Glu_02_HTSeq,201.032483818259
SARO_RS11930,Glu_02_HTSeq,24.9261394535781
SARO_RS11935,Glu_02_HTSeq,0
SARO_RS11940,Glu_02_HTSeq,2.21607774777252
SARO_RS11945,Glu_02_HTSeq,71.4204417524132
SARO_RS11950,Glu_02_HTSeq,40.0145271782047
SARO_RS11955,Glu_02_HTSeq,57.5110614301268
SARO_RS11960,Glu_02_HTSeq,70.2008357726585
SARO_RS11965,Glu_02_HTSeq,37.1782897308977
SARO_RS11970,Glu_02_HTSeq,33.1046686741526
SARO_RS11975,Glu_02_HTSeq,30.6221652419476
SARO_RS11980,Glu_02_HTSeq,137.226352842837
SARO_RS11990,Glu_02_HTSeq,18.1186516657881
SARO_RS11995,Glu_02_HTSeq,78.9169909067883
SARO_RS12000,Glu_02_HTSeq,82.5190112386334
SARO_RS12005,Glu_02_HTSeq,87.7982708868236
SARO_RS12010,Glu_02_HTSeq,19.3169514706027
SARO_RS12015,Glu_02_HTSeq,25.6947869257149
