Gene,FA_04_HTSeq,FA_05_HTSeq,FA_06_HTSeq,GDK_13_HTSeq,GDK_14_HTSeq,GDK_15_HTSeq,Glu_01_HTSeq,Glu_02_HTSeq,Glu_03_HTSeq,PCA_19_HTSeq,PCA_20_HTSeq,PCA_21_HTSeq,UN_16_HTSeq,UN_17_HTSeq,UN_18_HTSeq,V_08_HTSeq,V_09_HTSeq,VA_10_HTSeq,VA_11_HTSeq,VA_12_HTSeq
emrB,24.2571476365859,14.3946960151486,29.7800414037581,25.0313897825209,21.9922283510115,13.2918140624869,16.8990778099674,39.5417794210392,17.7763525573607,14.161019429131,43.7903144582481,39.5054509311286,18.0988821344116,12.3222243206569,27.3353556007272,27.4555771421598,14.6953054514638,33.2897973455132,20.4559831908448,22.4941928925469
fabD,321.918791799495,126.227527656877,310.713945124717,250.61475587548,288.486909774922,176.198991750176,119.172398147726,314.129020746755,110.665795482914,117.275460852636,276.116964250524,354.811010061836,306.173850621048,196.426389332923,294.05619316128,246.387405257479,122.148147773145,335.920091929236,219.984637047294,288.047809438496
fabF,885.613017970417,386.264443509228,905.585162649985,941.494072678644,945.880993645301,510.684308404028,420.066465017057,986.170389286669,415.173426841453,360.096450167289,1035.81929976397,981.257278590861,732.522911538109,548.664153069191,854.531180488986,858.766106706389,489.660742890891,976.191203015372,645.350275426449,774.489173198464
fabG,404.866535967547,141.697788899119,403.991683628542,352.728913337841,395.98195091849,184.713338649012,150.183180208499,365.731042891212,121.138548430403,168.553726833462,390.899704325409,435.373860182359,338.756435421441,249.349726293619,365.209204382186,335.507152677193,180.389336554001,414.851627255445,270.099725421221,360.218424590682
fabZ,697.244437539059,233.984538901901,574.0572362267,634.481798997355,639.168892444833,276.709195491968,212.811446722398,476.888781243929,199.997983867811,220.076287087389,538.869776826905,584.377794325549,543.288622845707,389.617807653844,584.115476202692,574.844671042005,333.386201667577,524.348520853804,341.449361925634,536.764869245015
fahA,8.86003857812683,3.80588931824135,11.5760831676193,10.7212274580877,13.8086013653627,4.85937288305976,3.40015383154575,8.25899345813372,3.82722889406195,3.92056247100758,7.26140929535648,8.79551056894626,7.45820025061907,7.74661064874182,15.0249157105886,9.48075398190208,6.25112380456163,8.92859503602762,9.61210650209428,8.54558798613914
ffs,42.0885140876731,18.1117474532709,100.602255401963,62.6829058000677,98.1137465433668,46.956887438409,30.7372181499785,82.2981294120155,19.1442017942972,26.2377900740956,68.0119680364449,84.6983160174936,45.3730168305087,54.0501161793129,83.7709533879522,126.021099082513,40.2437813045415,118.809632513919,82.362248110507,112.819171783052
fghA,112.992232430206,33.2544721432709,103.826052973803,197.344691002698,206.107961928777,210.510086550296,49.7266006818155,137.865005801567,45.9914322875163,66.5005743820016,132.546287982845,226.095318907361,333.447133397491,133.667137920145,210.164803834211,94.9102565468854,53.5267932928027,138.264375866151,102.952810138133,163.814379060055
fieF,130.827283053708,36.9457425043717,122.038903774461,114.01633242534,128.661431433402,108.396808606167,41.4743873085228,96.3110108295741,34.2337406597689,37.837807221059,95.0758573355566,130.560074604091,145.177064603163,76.6382244333542,110.718680017873,131.218288240313,64.315002038578,113.177552445014,90.2152947733954,141.613567308004
fixJ,10.4787557297546,2.41551981956823,10.9018521295053,6.05700556060756,8.47345992874531,5.05404729748126,3.19040182786582,7.55310320196122,2.63247300201734,4.0376197044211,7.21414993352344,7.82258458338984,4.76320988812285,3.85749665868963,6.52250645170594,8.79191882830412,3.92723084122388,7.69696358558061,6.55683022965002,7.58437392914661
folE,69.9516900805735,26.3232153103653,80.0436705459511,72.6260049793758,89.3569166243511,76.6266940052338,31.3332090810628,79.4075966170015,30.6486028420961,33.9368229215045,81.875888984228,131.891431319416,100.57174880938,56.4409927568923,96.2907685286335,89.478967615818,39.9992862358625,89.4992539734608,66.2209030034227,94.6179027079345
folK,21.5624408253392,4.32429949115794,30.4285614691709,25.7155011539726,36.987325085793,18.4829718587808,9.69131625652283,18.6519877104187,3.60853010011555,10.6520942608508,18.9508848134676,31.9299207208805,30.0631701221865,19.6157360156799,25.3650440381242,33.9640197593415,12.100891345588,31.9923897075462,25.5339310858466,47.0204242186642
folP,46.677276411595,14.4032294562145,56.4185039800723,41.0302847094514,54.7292127285718,55.5864849306104,19.2798613968577,51.4562442897426,14.7114944805893,22.0836100529833,47.581131167243,65.9365842528752,64.5426848319889,28.4537581229526,44.816630870354,52.7459583633527,23.3530610314563,62.4608951420789,42.8737538154288,73.3669992956336
fsa,946.381014545279,435.678915802536,964.829361111822,636.657912031208,729.844757257114,250.971005919127,346.799905865646,832.696296472655,339.141637082253,314.578820419071,887.429129538163,836.622509897567,577.001729877549,480.922435893709,795.487479895435,837.571423056055,486.594023840991,856.242729735654,577.102449489906,643.870475456388
ftsA,131.655608379894,57.4881851249022,155.114092393093,68.2708386861339,84.1128153426428,61.9655394572842,52.4284322074185,138.196061516831,47.1098713517321,52.6118660331015,150.656793059042,172.361750027235,111.347592221914,73.8263613979384,117.707463073019,129.201959506922,55.3555822356529,166.891062065518,112.355994202272,151.531344874713
ftsE,53.0708865419227,24.7408837760368,60.722230764736,87.1519729623138,91.6241314125245,39.2751667136712,35.7413760662555,81.5168991141424,33.283383511654,40.728595703253,67.3838381810359,79.8874094898893,51.906228008124,43.8791402638028,80.2353555082076,79.8957294836852,32.4843594190253,94.600057261179,73.0763083725577,84.0613436814902
fucP,11.8901834374664,4.58126126058159,16.3878928529616,16.6803250728471,16.6800904741737,16.8286577033152,6.3612005723039,11.7952525284666,5.96836063479523,9.35126247323538,16.3977295539682,18.3928114751616,13.2425087523758,7.24001659393438,14.0453309435629,11.2922131794367,5.73292108043264,15.5894604874722,14.9447627619871,20.6709986190658
fumC,21.1449660183867,7.41393486891338,24.4535299331672,23.0641531871466,25.6542152817278,20.1044642808943,8.52086743327128,18.0472736844743,5.58325156310214,11.4179311031341,24.0729424927709,26.3647929263915,23.6196103326441,13.1348009922088,20.9042305538625,19.7527624439428,8.85816882814285,22.1794221917137,16.7475885772999,21.5342331035916
fusA,3854.09480082299,1661.40844643909,3178.6617671355,4423.44840564247,3186.96924131411,1929.81801330879,2036.40574084224,3803.78360345813,2123.61023166342,1545.78690594329,3687.65472468418,3646.84978745779,2185.17945372383,2521.96322053551,3520.93192197967,3124.94432260205,2406.8523118339,3175.28130890229,2254.43312272573,2472.90590307006
gabD,17.0400150001977,3.59121818748098,19.0333831529476,13.0094248035925,12.6380172371871,21.8369746892747,5.59759066509948,8.24907393680519,3.71093188346891,5.82628360123883,12.1253020723153,14.8183057489169,10.8548720087776,7.05692674340278,9.64727352736093,13.6590548230548,7.01985409550685,12.6638708689604,12.4899012299255,19.08022211555
